species,lifestage,url,shp_comp
speckledhind,adult,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/speckledhind_2025/FeatureServer/5,spatial_data
speckledhind,spawningadult,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/speckledhind_2025/FeatureServer/6,spatial_data
spinylobster,egg,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/spinylobster_2025/FeatureServer/0,blank
spinylobster,larvae,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/spinylobster_2025/FeatureServer/1,spatial_data
spinylobster,postlarvae,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/spinylobster_2025/FeatureServer/2,spatial_data
spinylobster,earlyjuvenile,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/spinylobster_2025/FeatureServer/3,spatial_data
spinylobster,latejuvenile,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/spinylobster_2025/FeatureServer/4,spatial_data
spinylobster,adult,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/spinylobster_2025/FeatureServer/5,spatial_data
spinylobster,spawningadult,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/spinylobster_2025/FeatureServer/6,blank
tilefish,egg,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/tilefish_2025/FeatureServer/0,spatial_data
tilefish,larvae,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/tilefish_2025/FeatureServer/1,spatial_data
tilefish,postlarvae,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/tilefish_2025/FeatureServer/2,spatial_data
tilefish,earlyjuvenile,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/tilefish_2025/FeatureServer/3,spatial_data
tilefish,latejuvenile,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/tilefish_2025/FeatureServer/4,spatial_data
tilefish,adult,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/tilefish_2025/FeatureServer/5,spatial_data
tilefish,spawningadult,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/tilefish_2025/FeatureServer/6,spatial_data
vermillionsnapper,egg,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/vermillionsnapper_2025/FeatureServer/0,spatial_data
vermillionsnapper,larvae,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/vermillionsnapper_2025/FeatureServer/1,spatial_data
vermillionsnapper,postlarvae,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/vermillionsnapper_2025/FeatureServer/2,spatial_data
vermillionsnapper,earlyjuvenile,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/vermillionsnapper_2025/FeatureServer/3,spatial_data
vermillionsnapper,latejuvenile,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/vermillionsnapper_2025/FeatureServer/4,spatial_data
vermillionsnapper,adult,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/vermillionsnapper_2025/FeatureServer/5,spatial_data
vermillionsnapper,spawningadult,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/vermillionsnapper_2025/FeatureServer/6,blank
warsawgrouper,egg,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/warsawgrouper_2025/FeatureServer/0,spatial_data
warsawgrouper,larvae,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/warsawgrouper_2025/FeatureServer/1,spatial_data
warsawgrouper,postlarvae,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/warsawgrouper_2025/FeatureServer/2,spatial_data
warsawgrouper,earlyjuvenile,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/warsawgrouper_2025/FeatureServer/3,spatial_data
warsawgrouper,latejuvenile,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/warsawgrouper_2025/FeatureServer/4,spatial_data
warsawgrouper,adult,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/warsawgrouper_2025/FeatureServer/5,spatial_data
warsawgrouper,spawningadult,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/warsawgrouper_2025/FeatureServer/6,spatial_data
wenchman,egg,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/wenchman_2025/FeatureServer/0,spatial_data
wenchman,larvae,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/wenchman_2025/FeatureServer/1,spatial_data
wenchman,postlarvae,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/wenchman_2025/FeatureServer/2,blank
wenchman,earlyjuvenile,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/wenchman_2025/FeatureServer/3,blank
wenchman,latejuvenile,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/wenchman_2025/FeatureServer/4,blank
wenchman,adult,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/wenchman_2025/FeatureServer/5,spatial_data
wenchman,spawningadult,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/wenchman_2025/FeatureServer/6,spatial_data
whiteshrimp,egg,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/whiteshrimp_2025/FeatureServer/0,blank
whiteshrimp,larvae,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/whiteshrimp_2025/FeatureServer/1,blank
whiteshrimp,postlarvae,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/whiteshrimp_2025/FeatureServer/2,blank
whiteshrimp,earlyjuvenile,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/whiteshrimp_2025/FeatureServer/3,spatial_data
whiteshrimp,latejuvenile,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/whiteshrimp_2025/FeatureServer/4,spatial_data
whiteshrimp,adult,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/whiteshrimp_2025/FeatureServer/5,spatial_data
whiteshrimp,spawningadult,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/whiteshrimp_2025/FeatureServer/6,blank
yellowedgegrouper,egg,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/yellowedgegrouper_2025/FeatureServer/0,spatial_data
yellowedgegrouper,larvae,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/yellowedgegrouper_2025/FeatureServer/1,spatial_data
yellowedgegrouper,postlarvae,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/yellowedgegrouper_2025/FeatureServer/2,spatial_data
yellowedgegrouper,earlyjuvenile,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/yellowedgegrouper_2025/FeatureServer/3,blank
yellowedgegrouper,latejuvenile,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/yellowedgegrouper_2025/FeatureServer/4,spatial_data
yellowedgegrouper,adult,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/yellowedgegrouper_2025/FeatureServer/5,spatial_data
yellowedgegrouper,spawningadult,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/yellowedgegrouper_2025/FeatureServer/6,spatial_data
yellowfingrouper,egg,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/yellowfingrouper_2025/FeatureServer/0,blank
yellowfingrouper,larvae,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/yellowfingrouper_2025/FeatureServer/1,blank
yellowfingrouper,postlarvae,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/yellowfingrouper_2025/FeatureServer/2,blank
yellowfingrouper,earlyjuvenile,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/yellowfingrouper_2025/FeatureServer/3,spatial_data
yellowfingrouper,latejuvenile,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/yellowfingrouper_2025/FeatureServer/4,spatial_data
yellowfingrouper,adult,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/yellowfingrouper_2025/FeatureServer/5,spatial_data
yellowfingrouper,spawningadult,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/yellowfingrouper_2025/FeatureServer/6,spatial_data
yellowmouthgrouper,egg,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/yellowmouthgrouper_2025/FeatureServer/0,spatial_data
yellowmouthgrouper,larvae,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/yellowmouthgrouper_2025/FeatureServer/1,spatial_data
yellowmouthgrouper,postlarvae,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/yellowmouthgrouper_2025/FeatureServer/2,spatial_data
yellowmouthgrouper,earlyjuvenile,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/yellowmouthgrouper_2025/FeatureServer/3,blank
yellowmouthgrouper,latejuvenile,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/yellowmouthgrouper_2025/FeatureServer/4,blank
yellowmouthgrouper,adult,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/yellowmouthgrouper_2025/FeatureServer/5,spatial_data
yellowmouthgrouper,spawningadult,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/yellowmouthgrouper_2025/FeatureServer/6,spatial_data
yellowtailsnapper,egg,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/yellowtailsnapper_2025/FeatureServer/0,blank
yellowtailsnapper,larvae,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/yellowtailsnapper_2025/FeatureServer/1,spatial_data
yellowtailsnapper,postlarvae,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/yellowtailsnapper_2025/FeatureServer/2,spatial_data
yellowtailsnapper,earlyjuvenile,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/yellowtailsnapper_2025/FeatureServer/3,spatial_data
yellowtailsnapper,latejuvenile,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/yellowtailsnapper_2025/FeatureServer/4,spatial_data
yellowtailsnapper,adult,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/yellowtailsnapper_2025/FeatureServer/5,spatial_data
yellowtailsnapper,spawningadult,https://portal.gulfcouncil.org/arcgis/rest/services/Hosted/yellowtailsnapper_2025/FeatureServer/6,blank
